distance,mass,airframe,operator,time_slot,wind,route,altitude,landing_zone,on_time
13.97,4.29,NanoFly,Fast,Afternoon,S_2.9_1.8,"[1, -1, -1, 1, 1, -1, 1, 0]","[18, 22, 12, 20, 19]",LZ1,1
13.58,3.86,SkyLift,Fast,Afternoon,N_8.4_0.2,"[-1, 1, -1, 1, 1, 1, -1, 1, 1]","[21, 22, 13, 10, 16, 11, 13]",LZ1,1
14.59,1.41,FalconX,Fast,Afternoon,S_3.8_0.3,"[1, 1, -1, 1, 0, 0, 0]","[14, 20, 24, 22, 12, 23, 20]",LZ4,1
6.09,2.04,NanoFly,Cautious,Afternoon,W_9.2_2.4,"[-1, -1, -1, 1, 0, 0, 1, -1, 1]","[21, 22, 24, 20, 12, 17]",LZ2,1
7.0,4.85,FalconX,Balanced,Morning,E_4.7_4.4,"[-1, 1, 0, 0, -1, 0]","[10, 10, 20, 24, 15, 16, 18]",LZ1,1
3.38,3.17,SkyLift,Balanced,Morning,N_8.5_4.7,"[1, 0, 1, 0, -1, 1]","[23, 11, 17, 21, 20, 15, 21, 13]",LZ1,1
13.45,4.11,FalconX,Balanced,Evening,W_3.0_3.9,"[-1, 0, 1, -1, -1, 0]","[21, 12, 22, 21, 19, 15, 23]",LZ3,1
1.76,1.69,AeroX,Balanced,Morning,S_4.5_2.0,"[1, 1, 1, -1, 1, 0, 1]","[21, 10, 11, 21, 23]",LZ2,1
12.36,1.45,FalconX,Cautious,Afternoon,W_6.3_1.6,"[0, -1, 1, -1, 1]","[23, 23, 15, 21, 13]",LZ2,1
17.52,4.03,AeroX,Balanced,Morning,W_2.6_1.1,"[0, 1, 1, 1, -1, -1]","[16, 10, 10, 10, 12, 13]",LZ2,1
17.93,3.59,AeroX,Balanced,Evening,W_6.6_2.7,"[0, 1, -1, -1, 1, 1]","[14, 11, 19, 12, 10, 21, 10, 10]",LZ3,0
9.53,3.56,NanoFly,Cautious,Afternoon,E_2.9_2.4,"[0, 0, 0, -1, -1, 0, 1, 1]","[19, 12, 10, 10, 20, 13, 20]",LZ2,1
9.73,2.99,NanoFly,Balanced,Morning,N_4.8_2.3,"[0, 1, -1, 1, -1]","[16, 22, 11, 19, 14, 22]",LZ2,1
2.46,3.04,AeroX,Balanced,Evening,N_0.2_1.6,"[1, -1, 0, -1, 1, 1, 1, -1]","[19, 20, 19, 15, 23, 12, 15, 20, 17]",LZ4,1
13.74,3.81,AeroX,Cautious,Morning,N_0.8_2.9,"[1, 1, 1, 1, -1, 1, 0]","[21, 18, 10, 21, 21, 13, 14]",LZ3,1
16.6,1.72,FalconX,Cautious,Evening,E_2.3_3.0,"[1, 1, -1, -1, 1, 1, -1, -1, 1]","[11, 20, 21, 17, 23]",LZ2,1
5.65,2.09,FalconX,Cautious,Evening,E_8.1_4.4,"[1, 1, 0, 0, 1, -1, -1, 0, 0]","[13, 11, 11, 20, 23]",LZ3,1
9.0,4.42,AeroX,Cautious,Evening,S_6.6_3.8,"[0, 0, -1, -1, 0, 1, 1, 1, -1]","[23, 14, 15, 17, 21, 20, 14]",LZ1,1
16.94,1.89,NanoFly,Fast,Afternoon,N_8.9_1.6,"[-1, 0, -1, 0, -1, 0, 1, 1]","[10, 12, 10, 16, 14, 14, 20]",LZ2,0
17.67,2.96,FalconX,Cautious,Morning,S_9.0_1.9,"[1, 0, 0, 1, -1, 0, -1, 1]","[17, 15, 22, 18, 16]",LZ3,1
5.62,3.66,FalconX,Balanced,Morning,W_3.7_1.2,"[1, -1, 0, -1, 1, -1, 0, 1]","[16, 11, 21, 17, 14, 23, 13, 14, 13]",LZ2,1
11.46,5.0,FalconX,Balanced,Afternoon,S_3.7_0.9,"[-1, -1, 0, -1, -1]","[12, 24, 16, 20, 17, 14]",LZ1,1
4.66,2.46,NanoFly,Balanced,Afternoon,S_8.4_0.5,"[0, -1, 0, 0, 1, 1, 0, 0, 1]","[16, 22, 15, 22, 23, 20, 10]",LZ3,1
2.94,2.43,AeroX,Balanced,Morning,W_4.3_0.2,"[1, -1, 1, -1, 0, -1]","[22, 13, 23, 22, 16, 23, 21]",LZ2,1
18.31,4.29,FalconX,Fast,Afternoon,W_8.6_2.1,"[0, -1, 1, -1, 0, 1, -1, 1]","[23, 10, 24, 17, 20, 20, 23, 15]",LZ4,0
16.59,4.12,NanoFly,Fast,Afternoon,S_5.1_4.8,"[0, -1, 0, 1, 1]","[23, 16, 21, 23, 21, 10]",LZ3,0
15.44,3.79,NanoFly,Fast,Morning,S_4.2_2.7,"[0, 1, 0, -1, 1, 0]","[20, 12, 15, 17, 21]",LZ1,1
1.93,2.58,NanoFly,Balanced,Evening,N_2.8_3.7,"[-1, -1, -1, -1, -1, 0]","[10, 15, 22, 15, 18, 22]",LZ2,1
17.03,1.96,NanoFly,Balanced,Afternoon,E_1.3_2.0,"[0, -1, -1, 0, 1, 1, 0, -1]","[12, 14, 24, 16, 11, 20, 17, 20, 22]",LZ3,1
9.32,3.24,FalconX,Cautious,Morning,W_5.3_1.9,"[-1, 0, 1, 0, -1, -1, -1]","[11, 16, 20, 15, 22, 23, 16, 16]",LZ1,1
7.51,4.44,AeroX,Cautious,Morning,S_3.3_0.6,"[0, 0, 1, -1, 0, -1, -1, -1]","[15, 10, 21, 10, 20, 21, 11, 22]",LZ3,1
11.38,4.48,AeroX,Balanced,Morning,E_2.5_1.5,"[-1, 1, -1, 0, 0]","[16, 17, 24, 10, 22, 20, 17, 24, 20]",LZ4,1
2.74,0.99,NanoFly,Cautious,Afternoon,S_1.7_4.6,"[-1, 1, 0, 1, 0, -1, -1, -1, -1]","[10, 19, 17, 23, 10, 23]",LZ4,1
15.38,2.43,AeroX,Cautious,Evening,N_3.9_2.5,"[1, 0, 1, 0, 1, -1, 0, 0, 1]","[11, 11, 21, 24, 11, 15, 21, 12]",LZ1,1
12.07,2.59,FalconX,Balanced,Evening,S_5.6_1.0,"[-1, 0, -1, 1, 0, -1, 1]","[13, 21, 24, 17, 11, 19]",LZ3,1
4.55,4.9,AeroX,Fast,Morning,W_8.4_3.3,"[0, -1, 1, 1, 1, -1, 1, 0, -1]","[10, 22, 18, 18, 15, 15, 17, 13, 14]",LZ3,1
4.58,3.55,AeroX,Balanced,Afternoon,S_8.2_2.0,"[1, -1, 1, -1, 1, -1]","[19, 14, 20, 10, 13, 12]",LZ2,1
4.5,2.33,SkyLift,Balanced,Afternoon,S_8.6_4.1,"[-1, 1, 1, 1, -1, 1, 0, -1, 0]","[17, 12, 24, 21, 24, 22, 19, 11]",LZ2,1
2.08,0.62,AeroX,Cautious,Evening,W_5.8_0.5,"[0, -1, -1, 1, 0, -1]","[23, 24, 18, 16, 12, 13, 20, 12]",LZ2,1
12.17,3.04,AeroX,Cautious,Evening,N_5.6_2.6,"[1, 1, -1, 0, -1, -1, 1, 0]","[24, 10, 10, 15, 19, 16, 18, 10]",LZ4,1
16.97,0.93,NanoFly,Balanced,Afternoon,W_9.1_4.0,"[0, -1, 0, 1, 1, 0, 1, -1, -1]","[19, 22, 15, 13, 21]",LZ1,1
1.33,4.26,NanoFly,Fast,Evening,S_2.9_4.3,"[1, 0, 1, -1, -1, 0]","[23, 21, 10, 10, 21, 21, 10, 14, 22]",LZ3,1
1.93,3.89,SkyLift,Balanced,Morning,N_1.5_2.0,"[-1, 1, 0, -1, -1, -1, -1, 0]","[16, 21, 20, 13, 21, 19, 19, 18, 17]",LZ4,1
11.88,2.57,FalconX,Fast,Evening,W_0.8_3.7,"[0, -1, 0, 1, 0, 0]","[13, 23, 23, 22, 18, 19, 17, 10, 20]",LZ3,0
16.57,2.43,SkyLift,Fast,Afternoon,E_8.8_4.8,"[-1, 1, 1, -1, -1, -1, 1]","[22, 22, 20, 12, 22, 12, 24]",LZ2,1
7.21,4.54,AeroX,Balanced,Morning,E_3.7_3.1,"[0, 0, 1, -1, 0, 0]","[17, 17, 22, 14, 16]",LZ3,1
7.64,1.8,AeroX,Balanced,Afternoon,E_5.0_4.1,"[-1, 1, -1, 1, -1, -1]","[20, 19, 19, 18, 13, 12, 19]",LZ3,1
12.33,1.62,FalconX,Balanced,Evening,W_8.0_2.9,"[0, 1, 1, 0, -1]","[23, 18, 12, 15, 14, 12, 14, 11]",LZ1,1
6.21,4.73,FalconX,Fast,Evening,N_3.7_4.0,"[1, 0, -1, 0, 0, -1, 0]","[23, 14, 17, 15, 21, 23, 17]",LZ3,1
1.51,4.14,NanoFly,Cautious,Morning,W_8.7_4.7,"[0, 1, 1, 1, -1, -1]","[23, 20, 22, 17, 22, 13, 24]",LZ3,1
14.97,4.19,AeroX,Fast,Morning,S_3.2_3.6,"[-1, -1, -1, -1, -1, 0, 1, 1]","[24, 22, 18, 24, 21, 12, 13, 13]",LZ3,1
12.89,1.38,AeroX,Fast,Morning,W_7.3_0.8,"[-1, 1, 1, -1, 1, 0, 0]","[22, 24, 11, 12, 22, 22]",LZ1,1
12.03,1.14,AeroX,Fast,Morning,E_6.7_0.4,"[0, -1, -1, 0, 1, -1, 0, 1]","[22, 15, 18, 15, 23, 14, 20]",LZ1,1
15.09,0.62,AeroX,Cautious,Evening,E_2.0_4.1,"[0, 0, 1, -1, 1, 1, 1, 1]","[21, 14, 24, 11, 23]",LZ1,1
13.83,1.57,AeroX,Fast,Afternoon,S_1.2_1.3,"[0, -1, -1, 0, 1, -1, -1, 0, 1]","[20, 22, 18, 17, 22, 23, 11]",LZ2,1
4.91,3.98,AeroX,Fast,Evening,W_1.1_4.4,"[1, -1, 1, 1, -1, -1]","[21, 19, 24, 22, 17, 15, 23, 19, 21]",LZ4,1
7.7,1.58,AeroX,Fast,Evening,E_6.5_1.0,"[-1, -1, -1, -1, 1]","[14, 20, 19, 18, 12, 11]",LZ3,1
3.4,3.78,AeroX,Cautious,Morning,W_0.1_4.6,"[0, 0, -1, -1, 1]","[13, 12, 17, 10, 14, 11, 23]",LZ4,1
3.47,1.63,NanoFly,Fast,Morning,E_6.6_4.0,"[0, 1, 1, 1, 0]","[10, 19, 23, 19, 20, 11, 16]",LZ2,1
13.85,2.28,SkyLift,Cautious,Afternoon,S_7.8_4.4,"[1, 0, -1, 1, -1, 0, 0]","[22, 11, 24, 13, 23, 12, 20, 19]",LZ3,1
17.31,4.92,AeroX,Cautious,Afternoon,N_3.0_1.2,"[1, 1, -1, -1, 0, 1]","[15, 23, 13, 13, 18, 15, 13]",LZ2,0
19.29,1.6,NanoFly,Balanced,Evening,N_7.5_4.4,"[-1, 1, -1, 0, 0, 0, 0, 0]","[18, 23, 21, 17, 10, 14, 20]",LZ1,0
12.94,2.19,AeroX,Balanced,Afternoon,E_1.7_2.9,"[1, 1, -1, 1, -1, 1, 0]","[22, 11, 17, 15, 15, 21]",LZ2,1
4.5,1.85,FalconX,Balanced,Morning,E_9.6_0.4,"[-1, 1, 1, -1, 1]","[20, 22, 19, 22, 22, 16, 21, 20]",LZ2,1
3.01,0.99,AeroX,Cautious,Morning,W_2.3_4.7,"[-1, 0, 1, 0, 1]","[15, 16, 23, 14, 17, 23, 20]",LZ3,1
16.44,2.7,SkyLift,Balanced,Morning,N_4.9_1.0,"[-1, 0, 1, 1, 0, -1, 0, 0, -1]","[16, 21, 15, 17, 11, 20, 11, 11, 13]",LZ4,0
12.0,2.2,NanoFly,Balanced,Evening,W_9.8_1.1,"[0, 1, 1, 0, -1, 1, 1, 0]","[10, 24, 12, 13, 17]",LZ2,0
12.75,3.63,FalconX,Balanced,Afternoon,E_9.1_3.5,"[1, -1, 1, -1, 1, 0, -1, -1, 1]","[13, 18, 17, 22, 17, 10, 15, 24, 24]",LZ2,0
15.85,4.18,FalconX,Cautious,Morning,N_6.6_2.9,"[-1, -1, 1, 0, 0, 0, 1, 0]","[17, 15, 22, 12, 21, 13, 18, 17]",LZ3,1
14.36,2.95,AeroX,Fast,Evening,W_3.7_4.5,"[-1, 0, -1, -1, 0]","[23, 11, 15, 19, 23]",LZ1,1
16.85,0.64,SkyLift,Balanced,Evening,E_7.0_1.5,"[0, 1, -1, 0, -1, -1, 1]","[13, 24, 11, 22, 11, 24, 14, 12]",LZ3,1
2.07,3.29,SkyLift,Balanced,Evening,W_4.6_0.2,"[1, 0, -1, 1, 0, -1, 0, -1, -1]","[16, 24, 24, 19, 12]",LZ4,1
15.2,0.75,AeroX,Balanced,Afternoon,W_1.1_5.0,"[-1, 0, -1, -1, -1, 1]","[22, 13, 17, 22, 21]",LZ2,1
17.17,3.27,AeroX,Balanced,Afternoon,E_8.0_1.6,"[-1, 1, 1, -1, -1]","[23, 11, 18, 14, 11, 10]",LZ2,1
6.44,3.58,NanoFly,Cautious,Afternoon,W_8.7_0.8,"[0, 0, 0, -1, -1, 0, 1, 1, -1]","[13, 18, 13, 11, 16, 12, 12, 15, 24]",LZ4,1
13.17,1.39,NanoFly,Fast,Evening,W_4.1_4.9,"[-1, 0, 0, 0, -1, 1, 0, 1, 1]","[12, 13, 21, 23, 14, 16, 22, 22, 24]",LZ4,1
6.97,4.19,AeroX,Fast,Evening,N_6.7_2.8,"[1, 0, 1, -1, 0, 1, 1]","[15, 13, 23, 14, 14, 19]",LZ1,1
19.2,4.6,AeroX,Balanced,Afternoon,W_0.3_0.7,"[-1, 1, 0, 0, 0, -1, 1]","[14, 19, 14, 11, 14, 10]",LZ4,1
1.64,4.16,FalconX,Fast,Morning,S_2.0_4.2,"[-1, -1, 0, 0, -1, 0]","[10, 13, 11, 14, 12, 20]",LZ4,1
12.02,1.87,SkyLift,Balanced,Afternoon,E_5.7_4.7,"[-1, 1, 0, -1, 0, 0, 1, 0]","[18, 15, 11, 21, 14]",LZ3,1
4.16,3.14,NanoFly,Balanced,Evening,W_2.7_4.4,"[0, 0, -1, 0, 0, -1, 0, 0]","[23, 11, 24, 17, 18, 14, 21, 17]",LZ1,1
14.53,4.62,AeroX,Fast,Evening,E_9.4_1.0,"[1, -1, -1, -1, 1, -1, -1, -1]","[10, 22, 10, 13, 12]",LZ3,1
4.34,1.94,AeroX,Fast,Evening,S_8.4_0.3,"[1, 0, -1, 0, -1, 0]","[21, 18, 19, 18, 18, 16, 22]",LZ1,1
5.47,4.19,NanoFly,Cautious,Evening,E_6.6_1.9,"[1, -1, 1, -1, -1, -1]","[10, 16, 19, 19, 18, 17]",LZ4,1
10.39,0.54,FalconX,Balanced,Evening,S_10.0_1.8,"[1, -1, -1, 0, -1, -1]","[23, 15, 18, 16, 24, 15, 24, 20, 24]",LZ2,1
18.38,0.52,FalconX,Fast,Evening,S_2.4_2.0,"[1, 1, -1, 1, -1, 1, -1]","[14, 23, 16, 12, 23, 20]",LZ3,1
5.02,3.92,AeroX,Cautious,Afternoon,N_9.2_4.0,"[0, 1, 0, -1, -1]","[20, 14, 24, 15, 15, 20]",LZ3,1
3.74,3.93,SkyLift,Fast,Evening,S_3.0_0.0,"[-1, 1, 1, 1, 0, 1, 1]","[15, 16, 18, 24, 16, 10, 10, 18]",LZ4,1
15.42,4.05,SkyLift,Fast,Evening,N_6.0_3.4,"[1, 1, 0, 1, -1, -1, 1]","[17, 24, 10, 13, 24, 12, 20]",LZ4,0
10.51,4.69,AeroX,Balanced,Evening,W_4.3_4.9,"[1, 1, -1, 1, 1, 1, -1]","[14, 22, 11, 24, 12, 10, 23]",LZ1,1
18.32,1.03,NanoFly,Cautious,Evening,N_4.4_2.0,"[-1, 1, -1, 1, -1, 1, 0, -1]","[21, 12, 24, 17, 22, 22, 12, 10]",LZ3,1
3.79,1.54,SkyLift,Balanced,Evening,N_7.6_2.4,"[0, -1, 0, -1, -1, 1, -1, -1]","[22, 12, 11, 20, 12]",LZ2,1
13.27,4.57,NanoFly,Fast,Morning,W_3.5_3.1,"[0, 0, 0, 0, 1, 0, 1, 1]","[19, 23, 19, 11, 10, 20, 14, 24, 13]",LZ3,1
5.42,1.3,NanoFly,Cautious,Afternoon,E_5.1_1.4,"[0, 0, -1, 0, 0, 1]","[22, 22, 12, 19, 21]",LZ1,1
3.98,3.57,NanoFly,Balanced,Afternoon,E_2.1_3.6,"[-1, 0, 0, 1, -1, -1, 0, -1]","[16, 24, 23, 10, 18, 16, 12, 19, 14]",LZ1,1
13.99,2.89,FalconX,Cautious,Morning,W_7.6_1.0,"[-1, 0, 1, 1, 0, 1, 1, 0]","[16, 24, 11, 13, 14, 12, 18, 24, 16]",LZ1,1
12.28,0.87,SkyLift,Fast,Morning,S_5.5_0.3,"[-1, 1, 0, -1, -1]","[11, 15, 11, 14, 24, 24]",LZ3,1
15.34,1.78,FalconX,Cautious,Evening,N_2.6_4.0,"[-1, 0, 0, 1, -1, -1, 1]","[16, 17, 23, 16, 21, 19, 18, 14]",LZ2,0
6.88,2.84,SkyLift,Fast,Afternoon,E_2.7_0.9,"[-1, 0, 1, 0, 0, -1, 0]","[23, 12, 16, 23, 17, 19, 12, 22, 15]",LZ3,1
9.51,4.34,AeroX,Balanced,Afternoon,E_2.9_3.7,"[1, 0, 1, -1, -1]","[23, 19, 14, 16, 20, 13, 13, 18, 15]",LZ4,1
8.7,3.68,NanoFly,Fast,Morning,S_7.0_4.4,"[-1, -1, 1, 1, -1]","[14, 22, 20, 16, 23, 24]",LZ1,1
19.7,3.3,SkyLift,Fast,Afternoon,E_6.0_0.2,"[-1, -1, 0, 0, -1, -1]","[16, 17, 18, 20, 11]",LZ4,1
6.55,2.73,SkyLift,Cautious,Afternoon,E_8.2_3.5,"[-1, 0, -1, 1, -1, 0, 1, -1, 0]","[22, 22, 13, 10, 13, 11, 19]",LZ4,1
6.6,1.84,AeroX,Cautious,Evening,E_5.7_3.2,"[0, -1, 1, -1, 1, -1, 1]","[16, 18, 24, 23, 18]",LZ1,1
7.74,1.04,FalconX,Balanced,Evening,W_3.1_3.1,"[-1, -1, 0, -1, 1, 0]","[19, 21, 23, 13, 13, 13]",LZ4,1
11.73,2.34,SkyLift,Cautious,Evening,E_9.6_1.5,"[-1, 1, -1, 0, 1, 1, -1]","[16, 17, 17, 24, 21, 24, 17, 19]",LZ3,1
5.79,0.63,SkyLift,Balanced,Afternoon,E_8.9_0.2,"[0, -1, 0, -1, -1, -1, 1, 1]","[13, 11, 16, 11, 17, 21, 11]",LZ4,1
18.39,1.45,FalconX,Fast,Afternoon,W_2.8_0.5,"[0, 1, -1, 0, 0]","[18, 19, 23, 13, 14, 16, 20, 14, 12]",LZ2,0
6.05,2.45,FalconX,Fast,Evening,E_9.1_1.4,"[1, 0, -1, -1, -1, -1, -1, 1, 1]","[10, 19, 19, 18, 17, 17]",LZ2,1
18.02,2.38,SkyLift,Cautious,Evening,S_7.2_2.0,"[1, -1, 0, 1, 1]","[22, 14, 19, 22, 14, 13]",LZ2,1
2.97,0.7,FalconX,Fast,Afternoon,N_4.1_4.6,"[-1, 1, 0, 1, 1, 1, 0, 0, -1]","[22, 17, 17, 20, 13]",LZ2,1
13.47,3.15,AeroX,Fast,Afternoon,W_4.7_3.4,"[-1, 0, 1, 1, 1, 1, -1]","[22, 20, 17, 19, 19, 16, 24]",LZ2,1
18.23,2.97,AeroX,Balanced,Morning,W_4.5_0.1,"[0, -1, 1, -1, -1, 1, 0]","[12, 13, 23, 18, 10]",LZ4,0
4.21,0.85,NanoFly,Cautious,Evening,E_8.0_4.6,"[1, 0, 1, 0, -1, 0, -1]","[22, 21, 22, 20, 23, 10, 22, 22]",LZ1,1
19.4,4.74,SkyLift,Balanced,Evening,N_1.8_3.6,"[-1, 0, -1, 1, 0, 0]","[13, 21, 20, 21, 15, 15]",LZ1,0
9.6,0.95,AeroX,Fast,Evening,S_0.6_2.5,"[0, 0, 0, 0, 0]","[17, 17, 12, 15, 10]",LZ2,1
18.97,4.35,AeroX,Fast,Afternoon,S_5.0_2.3,"[0, 1, 1, 1, -1, 0, 0, 0, 0]","[24, 12, 19, 16, 18, 11, 18]",LZ2,0
13.86,0.5,AeroX,Fast,Afternoon,N_2.9_4.7,"[1, -1, 0, 0, 0, 1, 0, 0, -1]","[19, 17, 24, 23, 10]",LZ2,1
6.73,4.47,NanoFly,Cautious,Morning,N_5.6_2.8,"[0, 1, -1, 0, 1, -1, 0, 0]","[14, 24, 23, 15, 17, 11]",LZ4,1
4.58,0.59,FalconX,Fast,Morning,S_9.8_2.5,"[1, -1, -1, 1, 1, 0, -1, 0, 1]","[23, 18, 23, 15, 12, 12, 18]",LZ3,1
6.77,3.91,NanoFly,Fast,Evening,E_6.7_3.9,"[-1, -1, 1, 1, -1, -1, 1, 1, 1]","[23, 18, 15, 16, 18]",LZ3,1
2.77,2.13,NanoFly,Balanced,Morning,N_9.6_3.0,"[0, 0, -1, 0, -1, 0, -1, 1, 0]","[17, 13, 18, 24, 10]",LZ2,1
3.73,3.82,NanoFly,Cautious,Afternoon,N_7.3_1.2,"[1, 0, -1, -1, 1, 0]","[17, 18, 14, 23, 16, 14, 10, 21, 13]",LZ2,1
2.99,2.31,NanoFly,Fast,Morning,E_0.8_5.0,"[1, 0, -1, 0, 0]","[20, 23, 10, 18, 24, 24, 18, 23, 12]",LZ1,1
9.04,0.82,SkyLift,Balanced,Morning,W_8.9_1.4,"[0, -1, -1, -1, 1]","[10, 11, 24, 15, 24, 19, 20, 17]",LZ1,1
16.12,3.95,SkyLift,Fast,Afternoon,N_2.0_3.4,"[1, 0, -1, -1, -1, 1, -1, 0]","[10, 23, 22, 19, 21, 21]",LZ4,1
3.69,0.82,AeroX,Balanced,Evening,E_8.6_2.4,"[0, -1, 0, 0, 0, -1, -1, -1]","[20, 10, 11, 18, 14, 18, 18]",LZ2,1
3.48,4.65,NanoFly,Fast,Evening,S_7.5_0.6,"[0, -1, 1, 1, 1]","[20, 18, 11, 19, 16, 18, 14, 18, 20]",LZ4,1
13.23,0.73,NanoFly,Cautious,Morning,W_8.4_4.8,"[-1, 1, -1, 0, -1, -1, 0, 0]","[19, 22, 17, 11, 23, 23]",LZ4,1
4.75,2.66,AeroX,Cautious,Afternoon,N_2.5_1.7,"[-1, 1, 1, 0, -1, 1, 0, -1, 1]","[13, 23, 23, 10, 13]",LZ1,1
2.85,3.75,FalconX,Balanced,Afternoon,E_8.1_3.3,"[0, 0, 0, 1, 1]","[13, 15, 10, 12, 19, 17, 18, 17]",LZ2,1
4.17,2.27,SkyLift,Fast,Morning,W_6.1_3.7,"[-1, 0, 0, 0, -1, 1, -1, 0]","[10, 22, 23, 15, 14, 16, 18, 13]",LZ3,1
18.55,1.48,NanoFly,Cautious,Evening,E_0.8_2.0,"[0, 1, 1, -1, -1, 1, 0, 0]","[19, 22, 17, 21, 24, 10]",LZ2,1
16.61,3.92,FalconX,Fast,Evening,S_8.9_1.3,"[1, 0, 0, 0, 1, -1, 0, 1]","[19, 18, 11, 17, 13, 23, 14, 17, 16]",LZ3,0
7.73,4.03,FalconX,Cautious,Evening,N_8.8_0.3,"[0, 1, 1, -1, -1, -1, 1]","[21, 14, 20, 13, 23, 21, 10]",LZ1,1
13.46,4.65,NanoFly,Balanced,Afternoon,E_5.7_4.8,"[-1, 0, 1, -1, -1, 1]","[10, 18, 14, 23, 19, 12]",LZ2,1
11.21,2.19,NanoFly,Cautious,Afternoon,N_4.5_2.9,"[-1, 0, -1, 1, -1]","[21, 10, 11, 11, 14, 14, 10, 24, 11]",LZ2,1
13.87,2.78,FalconX,Fast,Afternoon,E_4.0_3.6,"[0, 0, 0, -1, 1]","[23, 15, 22, 24, 24, 21, 15, 11]",LZ3,1
13.97,2.13,SkyLift,Fast,Evening,N_6.0_2.3,"[0, 1, 0, -1, 0, 1]","[24, 19, 10, 18, 14]",LZ4,1
12.95,1.66,SkyLift,Fast,Morning,N_8.4_1.2,"[0, 0, -1, 1, 0, -1]","[23, 13, 22, 10, 12, 16, 10]",LZ4,0
6.06,3.88,NanoFly,Balanced,Afternoon,W_5.7_5.0,"[-1, -1, 1, 0, -1, -1, -1]","[19, 24, 14, 16, 23, 15]",LZ2,1
1.74,2.03,NanoFly,Balanced,Afternoon,E_1.3_4.8,"[-1, -1, 1, 0, 0, 0, 1, 1, 1]","[18, 22, 17, 14, 23, 19, 11, 20, 22]",LZ1,1
9.66,2.43,AeroX,Fast,Morning,E_3.1_4.3,"[-1, -1, 1, 0, -1]","[17, 19, 11, 16, 15, 20]",LZ2,1
17.93,2.32,AeroX,Fast,Evening,N_6.7_4.6,"[0, 0, 1, -1, -1]","[13, 23, 16, 11, 18, 10, 13, 11, 24]",LZ2,1
11.82,3.71,SkyLift,Cautious,Afternoon,N_6.5_2.9,"[1, 1, -1, -1, 1, 0]","[14, 18, 11, 14, 22, 22, 15, 21]",LZ2,0
16.82,4.63,AeroX,Cautious,Evening,W_5.2_1.8,"[-1, 1, 1, 1, 1, 1, 0, -1]","[12, 24, 16, 23, 12, 13, 16, 21, 16]",LZ1,1
19.84,3.5,FalconX,Cautious,Afternoon,S_2.4_1.7,"[-1, -1, 1, 0, 0, -1, -1]","[11, 21, 12, 23, 19]",LZ2,1
4.11,2.62,FalconX,Fast,Afternoon,E_2.7_4.7,"[1, 0, 0, 1, 0, -1]","[22, 21, 15, 20, 19, 22, 22, 12]",LZ2,1
14.14,4.01,FalconX,Cautious,Morning,N_4.8_4.8,"[-1, 0, 1, 1, -1, 0]","[16, 16, 20, 21, 20, 16, 16, 15, 12]",LZ1,0
13.81,3.38,FalconX,Fast,Morning,W_3.9_2.2,"[0, -1, -1, -1, 1, 0, 1, 1]","[18, 22, 20, 23, 15, 21, 23, 12]",LZ2,1
19.62,0.77,NanoFly,Balanced,Morning,N_3.2_3.0,"[-1, 1, 0, -1, 0, -1, -1, 0, 1]","[10, 14, 13, 19, 16, 17, 17]",LZ3,0
19.73,0.93,FalconX,Cautious,Morning,E_8.3_4.0,"[1, 1, 1, 0, -1, -1, -1]","[13, 20, 14, 10, 17, 24, 12, 24]",LZ1,0
14.05,0.67,SkyLift,Fast,Evening,W_5.0_3.5,"[1, -1, 0, 0, 1, -1, -1]","[22, 15, 20, 18, 13, 18, 18]",LZ3,1
5.63,2.56,AeroX,Fast,Evening,W_5.0_4.3,"[1, -1, 1, -1, 1, 1, -1, 0, 0]","[11, 11, 11, 12, 16, 16, 14, 23]",LZ4,1
16.17,4.22,SkyLift,Balanced,Evening,N_4.3_3.0,"[0, 1, 0, 1, 1, 0]","[23, 12, 18, 16, 15, 11, 10]",LZ2,1
3.03,1.91,NanoFly,Balanced,Morning,N_6.8_2.9,"[-1, 0, 1, 0, 1, -1, -1, -1]","[20, 13, 18, 18, 20, 10, 15]",LZ4,1
15.83,2.23,AeroX,Balanced,Afternoon,S_1.8_1.9,"[-1, 0, 0, 1, 0]","[23, 23, 19, 20, 22, 16, 22, 17, 16]",LZ2,1
18.29,4.59,AeroX,Balanced,Evening,S_9.4_0.4,"[-1, 0, 0, 0, 1, -1, 1]","[19, 22, 22, 21, 17, 24, 21, 16]",LZ3,0
8.27,4.27,AeroX,Cautious,Morning,E_1.0_0.3,"[1, -1, 1, 0, 0, -1]","[11, 24, 12, 10, 23, 10, 22, 12, 21]",LZ1,1
12.98,3.49,FalconX,Balanced,Morning,E_7.1_0.8,"[1, 1, 1, 1, 1, -1, -1]","[22, 11, 12, 17, 21]",LZ2,1
9.17,1.7,NanoFly,Fast,Morning,W_7.0_0.3,"[1, 1, 0, 0, 1, 0, 1]","[20, 12, 16, 11, 23]",LZ3,1
9.32,1.03,SkyLift,Fast,Evening,E_1.1_2.7,"[1, 1, 1, 0, -1, 1, 0]","[11, 10, 24, 17, 16, 24, 22]",LZ4,1
6.9,0.57,FalconX,Fast,Afternoon,S_9.9_2.0,"[0, 1, 0, 0, 1, -1, 1]","[14, 16, 22, 24, 15, 15]",LZ2,1
15.48,0.98,AeroX,Fast,Evening,S_0.3_0.1,"[0, -1, 1, 1, 0, -1, 1, 0, -1]","[21, 19, 19, 21, 24, 11, 14]",LZ1,1
